text_input,reasoning_class,validity
"If Tina is short, then Hank is shy. Tina is short. Is Hank shy?",Modus Ponens,Yes
"If Bob is calm, then Alice is gentle. Bob is calm. Is Alice gentle?",Modus Ponens,Yes
"If Tina is kind, then Leo is quiet. Tina is kind. Is Leo quiet?",Modus Ponens,Yes
"If Tina is polite, then Oscar is lazy. Tina is polite. Is Oscar lazy?",Modus Ponens,Yes
"If Mona is quiet, then Yara is loud. Mona is quiet. Is Yara loud?",Modus Ponens,Yes
"If Grace is brave, then Charlie is tall. Grace is brave. Is Charlie tall?",Modus Ponens,Yes
"If Yara is kind, then Hank is gentle. Yara is kind. Is Hank gentle?",Modus Ponens,Yes
"If Charlie is calm, then Zane is angry. Charlie is calm. Is Zane angry?",Modus Ponens,Yes
"If Uma is happy, then Sam is rude. Uma is happy. Is Sam rude?",Modus Ponens,Yes
"If Zane is sad, then Mona is clever. Zane is sad. Is Mona clever?",Modus Ponens,Yes
"If Paul is shy, then Kara is smart. Paul is shy. Is Kara smart?",Modus Ponens,Yes
"If Wendy is clever, then Zane is tall. Wendy is clever. Is Zane tall?",Modus Ponens,Yes
"If Tina is smart, then Ivy is short. Tina is smart. Is Ivy short?",Modus Ponens,Yes
"If Ivy is honest, then Zane is brave. Ivy is honest. Is Zane brave?",Modus Ponens,Yes
"If Kara is honest, then Bob is calm. Kara is honest. Is Bob calm?",Modus Ponens,Yes
"If Tina is short, then Paul is tall. Tina is short. Is Paul tall?",Modus Ponens,Yes
"If Ivy is tall, then Hank is brave. Ivy is tall. Is Hank brave?",Modus Ponens,Yes
"If Ivy is clever, then Hank is tall. Ivy is clever. Is Hank tall?",Modus Ponens,Yes
"If Alice is clever, then Quinn is tall. Alice is clever. Is Quinn tall?",Modus Ponens,Yes
"If Xander is shy, then Quinn is tall. Xander is shy. Is Quinn tall?",Modus Ponens,Yes
"If Victor is shy, then Uma is brave. Victor is shy. Is Uma brave?",Modus Ponens,Yes
"If Quinn is honest, then Ivy is polite. Quinn is honest. Is Ivy polite?",Modus Ponens,Yes
"If Sam is sad, then Zane is quiet. Sam is sad. Is Zane quiet?",Modus Ponens,Yes
"If Victor is sad, then Nina is tall. Victor is sad. Is Nina tall?",Modus Ponens,Yes
"If Oscar is gentle, then Wendy is happy. Oscar is gentle. Is Wendy happy?",Modus Ponens,Yes
"If Leo is happy, then Xander is short. Leo is happy. Is Xander short?",Modus Ponens,Yes
"If Rita is sad, then Quinn is clever. Rita is sad. Is Quinn clever?",Modus Ponens,Yes
"If Xander is brave, then Ivy is clever. Xander is brave. Is Ivy clever?",Modus Ponens,Yes
"If Alice is curious, then Grace is rude. Alice is curious. Is Grace rude?",Modus Ponens,Yes
"If Bob is sad, then Paul is calm. Bob is sad. Is Paul calm?",Modus Ponens,Yes
"If Sam is polite, then Yara is tall. Sam is polite. Is Yara tall?",Modus Ponens,Yes
"If Frank is tall, then Tina is clever. Frank is tall. Is Tina clever?",Modus Ponens,Yes
"If Mona is short, then Jack is gentle. Mona is short. Is Jack gentle?",Modus Ponens,Yes
"If Oscar is brave, then Mona is polite. Oscar is brave. Is Mona polite?",Modus Ponens,Yes
"If Uma is happy, then Mona is proud. Uma is happy. Is Mona proud?",Modus Ponens,Yes
"If Kara is clever, then Victor is calm. Kara is clever. Is Victor calm?",Modus Ponens,Yes
"If Mona is kind, then Zane is honest. Mona is kind. Is Zane honest?",Modus Ponens,Yes
"If Mona is quiet, then Victor is short. Mona is quiet. Is Victor short?",Modus Ponens,Yes
"If Alice is lazy, then Eve is tall. Alice is lazy. Is Eve tall?",Modus Ponens,Yes
"If Victor is proud, then Zane is happy. Victor is proud. Is Zane happy?",Modus Ponens,Yes
"If Wendy is honest, then Grace is calm. Wendy is honest. Is Grace calm?",Modus Ponens,Yes
"If Ivy is honest, then Diana is short. Ivy is honest. Is Diana short?",Modus Ponens,Yes
"If Rita is calm, then Tina is kind. Rita is calm. Is Tina kind?",Modus Ponens,Yes
"If Uma is brave, then Eve is smart. Uma is brave. Is Eve smart?",Modus Ponens,Yes
"If Rita is shy, then Mona is calm. Rita is shy. Is Mona calm?",Modus Ponens,Yes
"If Kara is tall, then Alice is polite. Kara is tall. Is Alice polite?",Modus Ponens,Yes
"If Charlie is curious, then Paul is smart. Charlie is curious. Is Paul smart?",Modus Ponens,Yes
"If Yara is rude, then Leo is quiet. Yara is rude. Is Leo quiet?",Modus Ponens,Yes
"If Hank is smart, then Yara is rude. Hank is smart. Is Yara rude?",Modus Ponens,Yes
"If Leo is lazy, then Wendy is brave. Leo is lazy. Is Wendy brave?",Modus Ponens,Yes
"If Bob is shy, then Wendy is gentle. Bob is shy. Is Wendy gentle?",Modus Ponens,Yes
"If Zane is polite, then Tina is clever. Zane is polite. Is Tina clever?",Modus Ponens,Yes
"If Victor is sad, then Ivy is curious. Victor is sad. Is Ivy curious?",Modus Ponens,Yes
"If Uma is polite, then Yara is curious. Uma is polite. Is Yara curious?",Modus Ponens,Yes
"If Uma is angry, then Eve is kind. Uma is angry. Is Eve kind?",Modus Ponens,Yes
"If Quinn is sad, then Diana is brave. Quinn is sad. Is Diana brave?",Modus Ponens,Yes
"If Quinn is angry, then Rita is shy. Quinn is angry. Is Rita shy?",Modus Ponens,Yes
"If Zane is loud, then Oscar is smart. Zane is loud. Is Oscar smart?",Modus Ponens,Yes
"If Quinn is sad, then Uma is short. Quinn is sad. Is Uma short?",Modus Ponens,Yes
"If Ivy is curious, then Victor is tall. Ivy is curious. Is Victor tall?",Modus Ponens,Yes
"If Hank is calm, then Diana is clever. Hank is calm. Is Diana clever?",Modus Ponens,Yes
"If Victor is kind, then Ivy is lazy. Victor is kind. Is Ivy lazy?",Modus Ponens,Yes
"If Paul is smart, then Alice is loud. Paul is smart. Is Alice loud?",Modus Ponens,Yes
"If Eve is loud, then Wendy is short. Eve is loud. Is Wendy short?",Modus Ponens,Yes
"If Alice is polite, then Quinn is angry. Alice is polite. Is Quinn angry?",Modus Ponens,Yes
"If Paul is clever, then Kara is proud. Paul is clever. Is Kara proud?",Modus Ponens,Yes
"If Kara is tall, then Rita is sad. Kara is tall. Is Rita sad?",Modus Ponens,Yes
"If Uma is quiet, then Zane is smart. Uma is quiet. Is Zane smart?",Modus Ponens,Yes
"If Charlie is loud, then Wendy is proud. Charlie is loud. Is Wendy proud?",Modus Ponens,Yes
"If Nina is short, then Sam is sad. Nina is short. Is Sam sad?",Modus Ponens,Yes
"If Charlie is polite, then Tina is happy. Charlie is polite. Is Tina happy?",Modus Ponens,Yes
"If Charlie is quiet, then Oscar is brave. Charlie is quiet. Is Oscar brave?",Modus Ponens,Yes
"If Rita is happy, then Wendy is rude. Rita is happy. Is Wendy rude?",Modus Ponens,Yes
"If Paul is calm, then Ivy is gentle. Paul is calm. Is Ivy gentle?",Modus Ponens,Yes
"If Sam is loud, then Grace is honest. Sam is loud. Is Grace honest?",Modus Ponens,Yes
"If Hank is proud, then Leo is calm. Hank is proud. Is Leo calm?",Modus Ponens,Yes
"If Oscar is happy, then Alice is shy. Oscar is happy. Is Alice shy?",Modus Ponens,Yes
"If Leo is shy, then Diana is smart. Leo is shy. Is Diana smart?",Modus Ponens,Yes
"If Paul is polite, then Quinn is honest. Paul is polite. Is Quinn honest?",Modus Ponens,Yes
"If Zane is quiet, then Kara is short. Zane is quiet. Is Kara short?",Modus Ponens,Yes
"If Alice is quiet, then Hank is clever. Alice is quiet. Is Hank clever?",Modus Ponens,Yes
"If Yara is honest, then Sam is tall. Yara is honest. Is Sam tall?",Modus Ponens,Yes
"If Bob is kind, then Uma is quiet. Bob is kind. Is Uma quiet?",Modus Ponens,Yes
"If Tina is lazy, then Victor is angry. Tina is lazy. Is Victor angry?",Modus Ponens,Yes
"If Uma is angry, then Tina is curious. Uma is angry. Is Tina curious?",Modus Ponens,Yes
"If Diana is loud, then Yara is polite. Diana is loud. Is Yara polite?",Modus Ponens,Yes
"If Charlie is loud, then Oscar is tall. Charlie is loud. Is Oscar tall?",Modus Ponens,Yes
"If Tina is calm, then Wendy is clever. Tina is calm. Is Wendy clever?",Modus Ponens,Yes
"If Jack is smart, then Zane is polite. Jack is smart. Is Zane polite?",Modus Ponens,Yes
"If Yara is tall, then Ivy is rude. Yara is tall. Is Ivy rude?",Modus Ponens,Yes
"If Quinn is lazy, then Rita is kind. Quinn is lazy. Is Rita kind?",Modus Ponens,Yes
"If Leo is loud, then Frank is curious. Leo is loud. Is Frank curious?",Modus Ponens,Yes
"If Tina is tall, then Wendy is proud. Tina is tall. Is Wendy proud?",Modus Ponens,Yes
"If Victor is calm, then Wendy is tall. Victor is calm. Is Wendy tall?",Modus Ponens,Yes
"If Paul is quiet, then Frank is kind. Paul is quiet. Is Frank kind?",Modus Ponens,Yes
"If Kara is polite, then Zane is curious. Kara is polite. Is Zane curious?",Modus Ponens,Yes
"If Rita is gentle, then Quinn is shy. Rita is gentle. Is Quinn shy?",Modus Ponens,Yes
"If Ivy is proud, then Bob is happy. Ivy is proud. Is Bob happy?",Modus Ponens,Yes
"If Victor is rude, then Wendy is curious. Victor is rude. Is Wendy curious?",Modus Ponens,Yes
"If Sam is lazy, then Oscar is quiet. Sam is lazy. Is Oscar quiet?",Modus Ponens,Yes
"If Charlie is happy, then Rita is gentle. Charlie is happy. Is Rita gentle?",Modus Ponens,Yes
"If Victor is quiet, then Alice is clever. Victor is quiet. Is Alice clever?",Modus Ponens,Yes
"If Mona is polite, then Frank is proud. Mona is polite. Is Frank proud?",Modus Ponens,Yes
"If Grace is lazy, then Jack is smart. Grace is lazy. Is Jack smart?",Modus Ponens,Yes
"If Uma is sad, then Eve is polite. Uma is sad. Is Eve polite?",Modus Ponens,Yes
"If Jack is angry, then Sam is curious. Jack is angry. Is Sam curious?",Modus Ponens,Yes
"If Jack is shy, then Paul is angry. Jack is shy. Is Paul angry?",Modus Ponens,Yes
"If Rita is honest, then Mona is lazy. Rita is honest. Is Mona lazy?",Modus Ponens,Yes
"If Jack is gentle, then Paul is lazy. Jack is gentle. Is Paul lazy?",Modus Ponens,Yes
"If Frank is happy, then Hank is sad. Frank is happy. Is Hank sad?",Modus Ponens,Yes
"If Grace is calm, then Quinn is loud. Grace is calm. Is Quinn loud?",Modus Ponens,Yes
"If Eve is kind, then Paul is lazy. Eve is kind. Is Paul lazy?",Modus Ponens,Yes
"If Kara is honest, then Frank is short. Kara is honest. Is Frank short?",Modus Ponens,Yes
"If Xander is lazy, then Sam is tall. Xander is lazy. Is Sam tall?",Modus Ponens,Yes
"If Sam is calm, then Uma is quiet. Sam is calm. Is Uma quiet?",Modus Ponens,Yes
"If Rita is loud, then Leo is calm. Rita is loud. Is Leo calm?",Modus Ponens,Yes
"If Jack is loud, then Diana is curious. Jack is loud. Is Diana curious?",Modus Ponens,Yes
"If Jack is honest, then Nina is lazy. Jack is honest. Is Nina lazy?",Modus Ponens,Yes
"If Uma is clever, then Eve is loud. Uma is clever. Is Eve loud?",Modus Ponens,Yes
"If Yara is tall, then Diana is short. Yara is tall. Is Diana short?",Modus Ponens,Yes
"If Uma is kind, then Zane is tall. Uma is kind. Is Zane tall?",Modus Ponens,Yes
"If Nina is short, then Ivy is polite. Nina is short. Is Ivy polite?",Modus Ponens,Yes
"If Wendy is happy, then Mona is shy. Wendy is happy. Is Mona shy?",Modus Ponens,Yes
"If Quinn is rude, then Victor is short. Quinn is rude. Is Victor short?",Modus Ponens,Yes
"If Ivy is polite, then Kara is calm. Ivy is polite. Is Kara calm?",Modus Ponens,Yes
"If Xander is short, then Jack is brave. Xander is short. Is Jack brave?",Modus Ponens,Yes
"If Wendy is polite, then Sam is rude. Wendy is polite. Is Sam rude?",Modus Ponens,Yes
"If Tina is angry, then Victor is brave. Tina is angry. Is Victor brave?",Modus Ponens,Yes
"If Mona is loud, then Nina is lazy. Mona is loud. Is Nina lazy?",Modus Ponens,Yes
"If Oscar is rude, then Leo is polite. Oscar is rude. Is Leo polite?",Modus Ponens,Yes
"If Wendy is gentle, then Charlie is clever. Wendy is gentle. Is Charlie clever?",Modus Ponens,Yes
"If Frank is rude, then Ivy is quiet. Frank is rude. Is Ivy quiet?",Modus Ponens,Yes
"If Tina is kind, then Nina is angry. Tina is kind. Is Nina angry?",Modus Ponens,Yes
"If Wendy is calm, then Zane is sad. Wendy is calm. Is Zane sad?",Modus Ponens,Yes
"If Yara is quiet, then Hank is tall. Yara is quiet. Is Hank tall?",Modus Ponens,Yes
"If Ivy is smart, then Mona is gentle. Ivy is smart. Is Mona gentle?",Modus Ponens,Yes
"If Xander is smart, then Eve is quiet. Xander is smart. Is Eve quiet?",Modus Ponens,Yes
"If Grace is quiet, then Tina is sad. Grace is quiet. Is Tina sad?",Modus Ponens,Yes
"If Rita is brave, then Uma is calm. Rita is brave. Is Uma calm?",Modus Ponens,Yes
"If Quinn is clever, then Oscar is happy. Quinn is clever. Is Oscar happy?",Modus Ponens,Yes
"If Yara is polite, then Grace is sad. Yara is polite. Is Grace sad?",Modus Ponens,Yes
"If Eve is quiet, then Bob is tall. Eve is quiet. Is Bob tall?",Modus Ponens,Yes
"If Sam is angry, then Nina is kind. Sam is angry. Is Nina kind?",Modus Ponens,Yes
"If Tina is gentle, then Mona is kind. Tina is gentle. Is Mona kind?",Modus Ponens,Yes
"If Hank is shy, then Quinn is lazy. Hank is shy. Is Quinn lazy?",Modus Ponens,Yes
"If Zane is angry, then Nina is shy. Zane is angry. Is Nina shy?",Modus Ponens,Yes
"If Uma is clever, then Wendy is proud. Uma is clever. Is Wendy proud?",Modus Ponens,Yes
"If Kara is proud, then Diana is quiet. Kara is proud. Is Diana quiet?",Modus Ponens,Yes
"If Tina is tall, then Victor is curious. Tina is tall. Is Victor curious?",Modus Ponens,Yes
"If Jack is tall, then Mona is polite. Jack is tall. Is Mona polite?",Modus Ponens,Yes
"If Oscar is short, then Tina is angry. Oscar is short. Is Tina angry?",Modus Ponens,Yes
"If Bob is calm, then Grace is rude. Bob is calm. Is Grace rude?",Modus Ponens,Yes
"If Victor is proud, then Rita is shy. Victor is proud. Is Rita shy?",Modus Ponens,Yes
"If Jack is happy, then Victor is angry. Jack is happy. Is Victor angry?",Modus Ponens,Yes
"If Jack is lazy, then Yara is sad. Jack is lazy. Is Yara sad?",Modus Ponens,Yes
"If Hank is shy, then Nina is smart. Hank is shy. Is Nina smart?",Modus Ponens,Yes
"If Uma is polite, then Quinn is sad. Uma is polite. Is Quinn sad?",Modus Ponens,Yes
"If Frank is shy, then Rita is tall. Frank is shy. Is Rita tall?",Modus Ponens,Yes
"If Mona is kind, then Paul is brave. Mona is kind. Is Paul brave?",Modus Ponens,Yes
"If Kara is tall, then Jack is gentle. Kara is tall. Is Jack gentle?",Modus Ponens,Yes
"If Grace is gentle, then Diana is proud. Grace is gentle. Is Diana proud?",Modus Ponens,Yes
"If Quinn is happy, then Tina is proud. Quinn is happy. Is Tina proud?",Modus Ponens,Yes
"If Bob is curious, then Paul is happy. Bob is curious. Is Paul happy?",Modus Ponens,Yes
"If Zane is tall, then Oscar is happy. Zane is tall. Is Oscar happy?",Modus Ponens,Yes
"If Zane is sad, then Bob is curious. Zane is sad. Is Bob curious?",Modus Ponens,Yes
"If Victor is brave, then Oscar is smart. Victor is brave. Is Oscar smart?",Modus Ponens,Yes
"If Ivy is sad, then Mona is honest. Ivy is sad. Is Mona honest?",Modus Ponens,Yes
"If Kara is tall, then Xander is honest. Kara is tall. Is Xander honest?",Modus Ponens,Yes
"If Xander is happy, then Charlie is proud. Xander is happy. Is Charlie proud?",Modus Ponens,Yes
"If Nina is happy, then Diana is polite. Nina is happy. Is Diana polite?",Modus Ponens,Yes
"If Mona is smart, then Zane is tall. Mona is smart. Is Zane tall?",Modus Ponens,Yes
"If Charlie is curious, then Paul is loud. Charlie is curious. Is Paul loud?",Modus Ponens,Yes
"If Victor is loud, then Mona is tall. Victor is loud. Is Mona tall?",Modus Ponens,Yes
"If Quinn is loud, then Eve is shy. Quinn is loud. Is Eve shy?",Modus Ponens,Yes
"If Hank is calm, then Eve is clever. Hank is calm. Is Eve clever?",Modus Ponens,Yes
"If Nina is curious, then Quinn is tall. Nina is curious. Is Quinn tall?",Modus Ponens,Yes
"If Eve is sad, then Bob is angry. Eve is sad. Is Bob angry?",Modus Ponens,Yes
"If Rita is tall, then Leo is clever. Rita is tall. Is Leo clever?",Modus Ponens,Yes
"If Yara is kind, then Leo is sad. Yara is kind. Is Leo sad?",Modus Ponens,Yes
"If Jack is lazy, then Nina is calm. Jack is lazy. Is Nina calm?",Modus Ponens,Yes
"If Hank is shy, then Ivy is polite. Hank is shy. Is Ivy polite?",Modus Ponens,Yes
"If Victor is quiet, then Nina is kind. Victor is quiet. Is Nina kind?",Modus Ponens,Yes
"If Hank is tall, then Bob is angry. Hank is tall. Is Bob angry?",Modus Ponens,Yes
"If Bob is angry, then Rita is proud. Bob is angry. Is Rita proud?",Modus Ponens,Yes
"If Hank is smart, then Eve is happy. Hank is smart. Is Eve happy?",Modus Ponens,Yes
"If Uma is angry, then Wendy is short. Uma is angry. Is Wendy short?",Modus Ponens,Yes
"If Sam is proud, then Jack is happy. Sam is proud. Is Jack happy?",Modus Ponens,Yes
"If Leo is clever, then Wendy is sad. Leo is clever. Is Wendy sad?",Modus Ponens,Yes
"If Paul is tall, then Wendy is angry. Paul is tall. Is Wendy angry?",Modus Ponens,Yes
"If Nina is lazy, then Victor is tall. Nina is lazy. Is Victor tall?",Modus Ponens,Yes
"If Bob is quiet, then Kara is sad. Bob is quiet. Is Kara sad?",Modus Ponens,Yes
"If Jack is gentle, then Alice is polite. Jack is gentle. Is Alice polite?",Modus Ponens,Yes
"If Sam is lazy, then Charlie is polite. Sam is lazy. Is Charlie polite?",Modus Ponens,Yes
"If Kara is tall, then Oscar is clever. Kara is tall. Is Oscar clever?",Modus Ponens,Yes
"If Ivy is gentle, then Zane is quiet. Ivy is gentle. Is Zane quiet?",Modus Ponens,Yes
"If Sam is proud, then Rita is calm. Sam is proud. Is Rita calm?",Modus Ponens,Yes
"If Mona is kind, then Rita is brave. Mona is kind. Is Rita brave?",Modus Ponens,Yes
"If Grace is happy, then Diana is proud. Diana is not proud. Is Grace not happy?",Modus Tollens,Yes
"If Yara is angry, then Kara is rude. Kara is not rude. Is Yara not angry?",Modus Tollens,Yes
"If Oscar is clever, then Jack is sad. Jack is not sad. Is Oscar not clever?",Modus Tollens,Yes
"If Quinn is clever, then Tina is loud. Tina is not loud. Is Quinn not clever?",Modus Tollens,Yes
"If Alice is calm, then Frank is proud. Frank is not proud. Is Alice not calm?",Modus Tollens,Yes
"If Eve is kind, then Grace is curious. Grace is not curious. Is Eve not kind?",Modus Tollens,Yes
"If Tina is rude, then Nina is happy. Nina is not happy. Is Tina not rude?",Modus Tollens,Yes
"If Xander is gentle, then Nina is clever. Nina is not clever. Is Xander not gentle?",Modus Tollens,Yes
"If Rita is quiet, then Nina is happy. Nina is not happy. Is Rita not quiet?",Modus Tollens,Yes
